algorithm,ue0_served,ue1_served,ue2_served,ue0_remain,ue1_remain,ue2_remain,total_bytes,jain_index,tti_until_empty,description
PF,5000,5000,1000,0,0,0,11000,0.79,23,단일 UE/TTI PF·초기버퍼 고갈(seed=42)
